,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
accuracy,0.8996325731277466,0.8174862861633301,0.7899531722068787,0.8281572461128235,0.9880706667900085,0.9500176310539246,0.8391805291175842,0.8150702118873596,0.9070820808410645,0.9454371333122253,0.9638596773147583,0.8520662188529968,0.9128202199935913,0.947903573513031,0.9605375528335571,0.9602355360984802,0.951326310634613,0.9725172519683838,0.8976694941520691,0.8561936616897583,0.9287260174751282,0.9526349902153015,0.9334071278572083,0.9321991205215454,0.7504404187202454,0.9655206799507141,0.7440479397773743,0.9418633580207825,0.9432727694511414,0.9545477628707886,0.8995822072029114,0.8484421372413635,0.8487944602966309,0.9006896018981934,0.9896310567855835,0.9074344038963318,0.8815120458602905,0.9509739875793457,0.8556903600692749
equality_gap_0,0.016353249549865723,0.15882116556167603,0.35724562406539917,0.14966660737991333,0.00918799638748169,0.009675145149230957,0.0641103982925415,0.1265433430671692,0.009393095970153809,0.03741180896759033,0.003643035888671875,0.04158872365951538,0.018770456314086914,0.03210538625717163,0.012448489665985107,0.00420457124710083,0.05747783184051514,0.025165855884552002,0.2569969892501831,0.13306456804275513,0.009006321430206299,0.024547278881072998,0.006632030010223389,0.5631930828094482,0.15195953845977783,0.011946260929107666,0.23526573181152344,0.02738422155380249,0.029858171939849854,0.059230029582977295,0.10674309730529785,0.01411372423171997,0.1846408247947693,0.07293611764907837,0.004648029804229736,0.3469770550727844,0.01768946647644043,0.008695662021636963,0.4545668661594391
equality_gap_1,0.19248826801776886,0.41581255197525024,0.4837667644023895,0.3604303002357483,0.3231966197490692,0.1340320110321045,0.08261819928884506,0.2742454409599304,0.07123029232025146,0.5316134691238403,0.0828816294670105,0.10203900933265686,0.2187696099281311,0.29829925298690796,0.26688525080680847,0.3677929639816284,0.6140710115432739,0.2853577435016632,0.6628203988075256,0.2844364047050476,0.06425708532333374,0.24426719546318054,0.1496129333972931,0.12941259145736694,0.4167706072330475,0.3536522090435028,0.5117738246917725,0.30066463351249695,0.40060240030288696,0.6466715335845947,0.20033150911331177,0.00391194224357605,0.24307620525360107,0.43382686376571655,0.11600792407989502,0.5230658054351807,0.09062638878822327,0.3672903776168823,0.12372457981109619
parity_gap,0.06514542549848557,0.3208410143852234,0.5721818804740906,0.2581980526447296,0.037658702582120895,0.11333281546831131,0.07953862100839615,0.25853273272514343,0.09363378584384918,0.22622635960578918,0.003929551690816879,0.11419657617807388,0.13738808035850525,0.07545200735330582,0.04426135495305061,0.033613309264183044,0.15381887555122375,0.07937844097614288,0.6721185445785522,0.3516005277633667,0.10798293352127075,0.050602979958057404,0.008790543302893639,0.41242337226867676,0.2468477338552475,0.03459722921252251,0.3416314423084259,0.07161249965429306,0.07301253080368042,0.1541735678911209,0.2529600262641907,0.046596549451351166,0.3723485469818115,0.2592848837375641,0.05712711811065674,0.7750211954116821,0.03207993507385254,0.06987467408180237,0.32062411308288574
