,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
accuracy,0.9126692414283752,0.8313786387443542,0.8035435676574707,0.8284592628479004,0.9871646165847778,0.9531887173652649,0.8361604809761047,0.8117984533309937,0.9091458320617676,0.9335581660270691,0.9651683568954468,0.8487441539764404,0.9143303036689758,0.9513766765594482,0.9610912203788757,0.9915940761566162,0.9571651220321655,0.975335955619812,0.8575024008750916,0.8751195669174194,0.9411587119102478,0.9562087655067444,0.9358232021331787,0.9237428903579712,0.7501887679100037,0.9657220244407654,0.7527055144309998,0.9399506449699402,0.9453868269920349,0.9518799781799316,0.9277193546295166,0.8404389023780823,0.8547340035438538,0.8779886364936829,0.9897317290306091,0.8595157861709595,0.8876528739929199,0.9359742403030396,0.865354597568512
equality_gap_0,0.0355796217918396,0.10335284471511841,0.15697813034057617,0.11572927236557007,0.010223567485809326,0.006056606769561768,0.00041985511779785156,0.08587467670440674,0.009710311889648438,0.009150981903076172,0.007572829723358154,0.048732757568359375,0.02267611026763916,0.025014817714691162,0.007768094539642334,0.0004284977912902832,0.03220111131668091,0.0035004615783691406,0.09825235605239868,0.02062809467315674,0.008446574211120605,0.031348586082458496,0.005229651927947998,0.5415837168693542,0.16705870628356934,0.0024700164794921875,0.038357675075531006,0.0019125938415527344,0.007741153240203857,0.03751778602600098,0.013172566890716553,0.010468006134033203,0.11306798458099365,0.002215564250946045,0.0059320926666259766,0.15060973167419434,0.010020077228546143,0.001310884952545166,0.15198683738708496
equality_gap_1,0.5518565773963928,0.3307296335697174,0.1531813144683838,0.16137012839317322,0.1142149567604065,0.058524131774902344,0.23535063862800598,0.10536837577819824,0.06401735544204712,0.1472122073173523,0.04522380232810974,0.14184927940368652,0.08435016870498657,0.12349191308021545,0.006233811378479004,0.09136885404586792,0.6728141903877258,0.19280177354812622,0.4501851499080658,0.10259604454040527,0.029276728630065918,0.4117647111415863,0.17819103598594666,0.0010948777198791504,0.42424115538597107,0.07381203770637512,0.04847249388694763,0.03931927680969238,0.21270081400871277,0.6364301443099976,0.06277525424957275,0.12700074911117554,0.22212064266204834,0.3106266260147095,0.05624109506607056,0.348663330078125,0.0827770084142685,0.38115039467811584,0.005916774272918701
parity_gap,0.17124292254447937,0.2873801290988922,0.35341426730155945,0.21175599098205566,0.04203133285045624,0.10571496188640594,0.0033865123987197876,0.20964445173740387,0.10071200132369995,0.15177147090435028,0.013887226581573486,0.13004246354103088,0.14960803091526031,0.07413556426763535,0.04501407966017723,0.09814926981925964,0.14170461893081665,0.043797567486763,0.5188060402870178,0.2038092315196991,0.09366616606712341,0.07616958022117615,0.003993157297372818,0.3084920644760132,0.26167047023773193,0.007253777235746384,0.08542107045650482,0.03526804596185684,0.03898791968822479,0.13262945413589478,0.14838892221450806,0.005085557699203491,0.30507850646972656,0.14432770013809204,0.05757162719964981,0.615382730960846,0.03259548544883728,0.06269001215696335,0.1663568615913391
