,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
accuracy,0.9363265633583069,0.8436099886894226,0.8102380633354187,0.8391302227973938,0.9885740280151367,0.9553027749061584,0.8461770415306091,0.8221170902252197,0.9105048775672913,0.9533900618553162,0.9644636511802673,0.851311206817627,0.9223838448524475,0.9529370069503784,0.9620979428291321,0.9960235357284546,0.9639099836349487,0.9758896827697754,0.9176523685455322,0.8722001314163208,0.8961091041564941,0.9567121267318726,0.9373332858085632,0.9570141434669495,0.7420344948768616,0.9657723903656006,0.7621684074401855,0.9465948343276978,0.9466955065727234,0.9594302177429199,0.917149007320404,0.8397341966629028,0.8598681092262268,0.9137766361236572,0.9905874133110046,0.9256556034088135,0.8919816613197327,0.957869827747345,0.8764785528182983
equality_gap_0,0.05009572207927704,0.06219621002674103,0.17274516820907593,0.074347123503685,0.007634883746504784,0.028225397691130638,0.07034977525472641,0.08574111759662628,0.07634329050779343,0.03775465488433838,0.013623246923089027,0.07938195019960403,0.04850767180323601,0.018762825056910515,0.014638331718742847,0.0037476548459380865,0.034624263644218445,0.015228264965116978,0.0758904367685318,0.13947241008281708,0.8584554195404053,0.02401791699230671,0.021108528599143028,0.23815524578094482,0.1271706521511078,0.007073330692946911,0.1084761768579483,0.037429746240377426,0.02262386679649353,0.036200206726789474,0.09754692018032074,0.09789910912513733,0.1018269807100296,0.04152752459049225,0.009250108152627945,0.1092219278216362,0.029383845627307892,0.04836369305849075,0.3138328194618225
equality_gap_1,0.46515893936157227,0.3286784589290619,0.15342842042446136,0.3489825427532196,0.29692453145980835,0.3571489453315735,0.32809656858444214,0.3452450633049011,0.2731841206550598,0.3179492950439453,0.3523430824279785,0.3211330771446228,0.4259725511074066,0.3635542392730713,0.3575509786605835,0.4710792899131775,0.5096826553344727,0.47043174505233765,0.15673589706420898,0.29215776920318604,0.9347035884857178,0.36465492844581604,0.3191930651664734,0.051334865391254425,0.30817702412605286,0.24031810462474823,0.3204374611377716,0.46887120604515076,0.38917458057403564,0.49285075068473816,0.2279597967863083,0.3744645416736603,0.25483694672584534,0.38716238737106323,0.5047062635421753,0.08750747889280319,0.274492084980011,0.48132410645484924,0.04658430442214012
parity_gap,0.10567566752433777,0.11080508679151535,0.14389872550964355,0.1081465408205986,0.027662422508001328,0.09159485250711441,0.08634305745363235,0.11472661793231964,0.12379822134971619,0.10327205806970596,0.039404500275850296,0.11257659643888474,0.09910089522600174,0.04731805995106697,0.04406673461198807,0.07147285342216492,0.08124510943889618,0.052850741893053055,0.15181481838226318,0.4261285662651062,0.7931604981422424,0.047549035400152206,0.05054573714733124,0.12494585663080215,0.13170208036899567,0.025841040536761284,0.11828631907701492,0.07029426842927933,0.054287876933813095,0.07709868997335434,0.5001952648162842,0.12119060754776001,0.12666316330432892,0.111142598092556,0.05685824528336525,0.15741375088691711,0.05170163884758949,0.07713403552770615,0.10997374355792999
