,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
accuracy,0.8861931562423706,0.7780742049217224,0.775205135345459,0.8160265684127808,0.9807217717170715,0.9519806504249573,0.8536769151687622,0.7955906987190247,0.9013439416885376,0.9291790127754211,0.9618462920188904,0.8384758830070496,0.8886595964431763,0.9429203867912292,0.956762433052063,0.9898827075958252,0.9357225298881531,0.9697487950325012,0.7457089424133301,0.8545829653739929,0.9264106154441833,0.9498162865638733,0.9252026081085205,0.8428549766540527,0.746010959148407,0.9585745334625244,0.7321689128875732,0.9301353693008423,0.941007673740387,0.9393969774246216,0.9217295050621033,0.8352041244506836,0.7995671033859253,0.8030905723571777,0.9847485423088074,0.7043338418006897,0.8794482946395874,0.9451854825019836,0.8576030731201172
equality_gap_0,0.001476883888244629,0.09889364242553711,0.05253225564956665,0.012262940406799316,9.453296661376953e-05,0.006857872009277344,0.012756824493408203,0.03967028856277466,0.01636260747909546,0.008596301078796387,0.0016633868217468262,0.005031883716583252,8.386373519897461e-05,0.01213991641998291,0.015227556228637695,0.014050960540771484,0.0002097487449645996,0.017998158931732178,0.017762362957000732,0.03398692607879639,0.031267404556274414,0.00657808780670166,7.045269012451172e-05,0.18931855261325836,0.09839069843292236,8.392333984375e-05,0.015156686305999756,0.029927551746368408,0.022301673889160156,0.002070307731628418,0.0024170875549316406,0.013089239597320557,0.06547009944915771,0.05022197961807251,0.0028901100158691406,0.0026964545249938965,0.00012028217315673828,0.04314976930618286,0.28223806619644165
equality_gap_1,0.04822876676917076,0.2506170868873596,0.04209554195404053,0.08196783065795898,0.09653465449810028,0.06895345449447632,0.16717660427093506,0.0057992637157440186,0.12334942817687988,0.17882952094078064,0.03283151984214783,0.07038161158561707,0.024802803993225098,0.1114039421081543,0.1784045249223709,0.029066503047943115,0.2677595615386963,0.08551228046417236,0.11907631158828735,0.07332950830459595,0.02571892738342285,0.05982053652405739,0.01981840468943119,0.06010138988494873,0.3140493631362915,0.007409133017063141,0.036026060581207275,0.1371542513370514,0.3192771077156067,0.1916605681180954,0.031646668910980225,0.11189618706703186,0.1951068639755249,0.10407045483589172,0.04257214069366455,0.027865886688232422,0.0064523047767579556,0.46292445063591003,0.025027751922607422
parity_gap,0.014112381264567375,0.20700886845588684,0.2387949824333191,0.04429671913385391,0.0046762749552726746,0.10703381150960922,0.005658745765686035,0.1288556456565857,0.06761445105075836,0.15711474418640137,0.0029586628079414368,0.03533245623111725,0.054723966866731644,0.03311510756611824,0.0444205179810524,0.12054385989904404,0.04423125088214874,0.06094881519675255,0.3064330220222473,0.17793086171150208,0.04450598359107971,0.012860719114542007,0.00017915526404976845,0.08369874954223633,0.17456722259521484,0.0012677968479692936,0.052335821092128754,0.05624868720769882,0.05678907781839371,0.03197565674781799,0.12722453474998474,0.006736584007740021,0.059974685311317444,0.015237841755151749,0.043752774596214294,0.3269793391227722,0.00014881242532283068,0.11466193199157715,0.19736814498901367
