,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
accuracy,0.9308400750160217,0.8169829249382019,0.8070166707038879,0.8301202654838562,0.9873156547546387,0.9554537534713745,0.8493984937667847,0.8177379369735718,0.910756528377533,0.9480545520782471,0.9629033207893372,0.85100919008255,0.9104042053222656,0.9480545520782471,0.9627019762992859,0.9955201745033264,0.9581214785575867,0.9724668860435486,0.9051190614700317,0.8745155334472656,0.9356218576431274,0.9523330330848694,0.9297327399253845,0.9479538798332214,0.7585946321487427,0.962852954864502,0.752252459526062,0.9440277814865112,0.9437257647514343,0.9629033207893372,0.921981155872345,0.8456233739852905,0.8652036190032959,0.8954044580459595,0.9903357028961182,0.9143806099891663,0.8825187683105469,0.9644636511802673,0.8683747053146362
equality_gap_0,0.03859364986419678,0.16588664054870605,0.30970966815948486,0.0997626781463623,0.0060839056968688965,0.01971536874771118,0.043893635272979736,0.10266530513763428,0.05470681190490723,0.05531984567642212,0.003468930721282959,0.026411771774291992,0.036441922187805176,0.018236756324768066,0.011398732662200928,0.0028364062309265137,0.025464117527008057,0.017827093601226807,0.3099491596221924,0.0035915374755859375,0.026405930519104004,0.015291750431060791,0.010971605777740479,0.5310633778572083,0.054628849029541016,0.008335888385772705,0.1512165665626526,0.02517646551132202,0.03213965892791748,0.03056788444519043,0.001997053623199463,0.03680753707885742,0.1391143798828125,0.03571021556854248,0.004263460636138916,0.47731322050094604,0.0061149001121521,0.02394866943359375,0.3436148464679718
equality_gap_1,0.5151515007019043,0.5094320774078369,0.2246696949005127,0.3166871964931488,0.36951911449432373,0.07620590925216675,0.1277800053358078,0.2887044847011566,0.05500227212905884,0.5838055610656738,0.037621498107910156,0.07397985458374023,0.327961802482605,0.19345468282699585,0.3306467533111572,0.0033138394355773926,0.562158465385437,0.4061961770057678,0.7976979613304138,0.12647795677185059,0.05282175540924072,0.16949152946472168,0.06440253555774689,0.031880080699920654,0.2354738712310791,0.24229022860527039,0.3698614835739136,0.34565603733062744,0.4246987998485565,0.6217995882034302,0.02252364158630371,0.031617432832717896,0.23446571826934814,0.508466899394989,0.028930604457855225,0.5220605134963989,0.052421145141124725,0.6271656155586243,0.031426072120666504
parity_gap,0.17060771584510803,0.3246210515499115,0.4548074007034302,0.20050479471683502,0.030179552733898163,0.12617187201976776,0.04234321042895317,0.23925238847732544,0.1673862338066101,0.2535223960876465,0.005309319123625755,0.09675157070159912,0.16047737002372742,0.050947561860084534,0.04750657081604004,0.11120767891407013,0.11823944747447968,0.07156073302030563,0.7142849564552307,0.22312456369400024,0.11310085654258728,0.033577676862478256,0.022407585754990578,0.34066736698150635,0.1251867562532425,0.02453986369073391,0.24379515647888184,0.06884574145078659,0.07783328741788864,0.12609568238258362,0.12057039141654968,0.07380225509405136,0.338442862033844,0.1992347091436386,0.05488698184490204,0.8422293066978455,0.015251117758452892,0.12686213850975037,0.22124600410461426
