,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
accuracy,0.9250012636184692,0.8300196528434753,0.806714653968811,0.8324860334396362,0.9865102767944336,0.9549000859260559,0.8453213572502136,0.8201037049293518,0.9092465043067932,0.9421653747558594,0.9642623662948608,0.8551366329193115,0.9159913063049316,0.9535913467407227,0.9636079668998718,0.9922484159469604,0.9545477628707886,0.9754366278648376,0.8743644952774048,0.8753208518028259,0.941662073135376,0.9574671387672424,0.9372326135635376,0.9395983219146729,0.7479236721992493,0.965822696685791,0.7610610723495483,0.9409573674201965,0.9470981955528259,0.9594805240631104,0.929481029510498,0.8481401205062866,0.8557910323143005,0.9024512767791748,0.9898827075958252,0.8720994591712952,0.8880555629730225,0.9599335789680481,0.8671666383743286
equality_gap_0,0.040058672428131104,0.06666064262390137,0.14030444622039795,0.030353963375091553,0.002248704433441162,0.010357916355133057,0.06050312519073486,0.08198881149291992,0.0012507438659667969,0.015959203243255615,0.004576206207275391,0.029426097869873047,0.010771393775939941,0.03173065185546875,0.01632547378540039,0.007741093635559082,0.019684672355651855,0.004709720611572266,0.15227049589157104,0.01772397756576538,0.010982513427734375,0.01713383197784424,0.00836104154586792,0.5322007536888123,0.12179410457611084,0.008061051368713379,0.198436439037323,0.0003241300582885742,0.01741969585418701,0.02004837989807129,0.019696950912475586,0.03539460897445679,0.15148186683654785,0.0502169132232666,0.004879355430603027,0.20450717210769653,0.010645508766174316,0.018576979637145996,0.06120830774307251
equality_gap_1,0.47930005192756653,0.15300992131233215,0.16062194108963013,0.06014108657836914,0.02192363142967224,0.06647276878356934,0.12831029295921326,0.1484731137752533,0.07407987117767334,0.3399864137172699,0.007112443447113037,0.0382537841796875,0.13133719563484192,0.20322346687316895,0.21869352459907532,0.004797518253326416,0.5047814249992371,0.08874279260635376,0.4869973361492157,0.1080549955368042,0.0028061270713806152,0.2931206524372101,0.06572666764259338,0.036692798137664795,0.2947106659412384,0.14950153231620789,0.3328789174556732,0.03745633363723755,0.3326305150985718,0.5281638503074646,0.0071045756340026855,0.06303992867469788,0.22451651096343994,0.5245404243469238,0.048574626445770264,0.371431827545166,0.08768516778945923,0.5599445700645447,0.011655986309051514
parity_gap,0.16137146949768066,0.22770895063877106,0.3514970541000366,0.09919045120477676,0.02333851344883442,0.1138295903801918,0.06199248507618904,0.21189376711845398,0.09341056644916534,0.19712580740451813,0.008760418742895126,0.0956256091594696,0.13381946086883545,0.08618480712175369,0.05941758677363396,0.11551505327224731,0.10327102988958359,0.04745648056268692,0.5750212669372559,0.22955670952796936,0.07124096155166626,0.04981003329157829,0.021557312458753586,0.3402397036552429,0.20045053958892822,0.03022412396967411,0.29487425088882446,0.025301706045866013,0.05784497410058975,0.10201527923345566,0.10641032457351685,0.07760324329137802,0.3455377221107483,0.23989567160606384,0.05561467632651329,0.6583524346351624,0.031949423253536224,0.11065434664487839,0.13965439796447754
