,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
accuracy,0.884079098701477,0.7787788510322571,0.7830069661140442,0.814969539642334,0.9793124198913574,0.9280716776847839,0.8522172570228577,0.7870337963104248,0.8847838044166565,0.9331051707267761,0.9618965983390808,0.8232747912406921,0.8666632771492004,0.9390446543693542,0.9519303441047668,0.9853022694587708,0.9289273619651794,0.9566618204116821,0.781446635723114,0.8477877974510193,0.9023506045341492,0.9494639039039612,0.9252529144287109,0.85100919008255,0.7371520400047302,0.9569134712219238,0.725273072719574,0.9281723499298096,0.9385412931442261,0.9399003386497498,0.9046157002449036,0.817788302898407,0.8166306018829346,0.8234257698059082,0.9734232425689697,0.7340313196182251,0.879397988319397,0.9267126321792603,0.83072429895401
equality_gap_0,0.004742443561553955,0.09249997138977051,0.13401824235916138,0.05968964099884033,0.0,0.023064732551574707,0.0006037354469299316,0.027038514614105225,0.016036272048950195,0.03797197341918945,0.0038685202598571777,0.012945294380187988,0.0037013888359069824,0.0012189745903015137,0.0008752346038818359,0.002486586570739746,0.0013646483421325684,0.00040543079376220703,0.004683375358581543,0.10653465986251831,0.0913161039352417,8.767843246459961e-05,0.003766655921936035,0.0033409297466278076,0.14579570293426514,0.0,0.049238741397857666,0.0016505718231201172,0.013292312622070312,0.002599656581878662,0.028792738914489746,0.05660831928253174,0.061402082443237305,0.0015115737915039062,0.0029799342155456543,0.06396991014480591,0.0,0.0017635822296142578,0.12157139182090759
equality_gap_1,0.03030303120613098,0.23644164204597473,0.12863194942474365,0.12589031457901,0.0,0.25110286474227905,0.13950717449188232,0.052367329597473145,0.24250859022140503,0.44713497161865234,0.06103628873825073,0.06396713852882385,0.08184564113616943,0.0037833526730537415,0.03504673019051552,0.1319904923439026,0.08060109615325928,0.07280580699443817,0.42567241191864014,0.0018882155418395996,0.044074952602386475,0.0,0.02841801941394806,0.02358400821685791,0.39917245507240295,0.0,0.12151102721691132,0.04790574312210083,0.20406626164913177,0.16020482778549194,0.0009361505508422852,0.3123752474784851,0.08946472406387329,0.09834284335374832,0.1090114414691925,0.10935378074645996,0.0,0.010395010001957417,0.0009410977363586426
parity_gap,0.01182312611490488,0.17511214315891266,0.3177149295806885,0.11377843469381332,0.0,0.030265338718891144,0.008558392524719238,0.10651694983243942,0.0214720219373703,0.20643573999404907,0.004324700683355331,0.06584139913320541,0.0271260067820549,0.0028722246643155813,0.004317488055676222,0.09363216161727905,0.014548704959452152,0.007395831868052483,0.34697598218917847,0.10608282685279846,0.00013771653175354004,8.765009988564998e-05,0.006755555979907513,0.08009481430053711,0.23135462403297424,0.0,0.07888075709342957,0.0034284680150449276,0.03549829125404358,0.0278313010931015,0.0922471284866333,0.08662240207195282,0.0950474739074707,0.03141726553440094,0.036678895354270935,0.33039620518684387,0.0,6.30898866802454e-05,0.11686927080154419
