,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
accuracy,0.9291287064552307,0.8304726481437683,0.8005234599113464,0.8358584642410278,0.9871143102645874,0.941813051700592,0.8191473484039307,0.8295665979385376,0.9015955924987793,0.9407560229301453,0.9630542993545532,0.8488448262214661,0.9126692414283752,0.9523833394050598,0.9631549715995789,0.9861579537391663,0.9508229494094849,0.9677857756614685,0.9047666788101196,0.8697337508201599,0.941662073135376,0.9542960524559021,0.9356722235679626,0.9316957592964172,0.7486786842346191,0.9630039930343628,0.7534101605415344,0.9413600564002991,0.9412090182304382,0.958020806312561,0.92822265625,0.8319826722145081,0.8442643284797668,0.8800523281097412,0.9876176714897156,0.9015452861785889,0.8854381442070007,0.9454874992370605,0.8511602282524109
equality_gap_0,0.040508806705474854,0.09090769290924072,0.21406304836273193,0.12100672721862793,0.006492912769317627,0.014584183692932129,0.02551788091659546,0.15297752618789673,0.008868873119354248,0.03458869457244873,0.0021181702613830566,0.0051354169845581055,0.006771504878997803,0.021966874599456787,0.01390683650970459,0.0027438998222351074,0.021450281143188477,0.00177842378616333,0.2309262752532959,0.01019054651260376,0.011559128761291504,0.01113349199295044,0.002163529396057129,0.4810207486152649,0.0795525312423706,0.004957616329193115,0.2372676134109497,0.0008164048194885254,0.0558476448059082,0.012197136878967285,0.008891820907592773,0.05852401256561279,0.09909236431121826,0.02512979507446289,0.003018021583557129,0.3414338231086731,0.02717822790145874,0.006262660026550293,0.056493520736694336
equality_gap_1,0.5108835101127625,0.18466320633888245,0.12349206209182739,0.2020585536956787,0.08132955431938171,0.03754061460494995,0.2809850871562958,0.27543899416923523,0.16372132301330566,0.4162862300872803,0.16370391845703125,0.07031220197677612,0.10228022933006287,0.07700234651565552,0.13533729314804077,0.12342435121536255,0.5177595615386963,0.17436274886131287,0.43749818205833435,0.06986892223358154,0.007458090782165527,0.17746759951114655,0.15718668699264526,0.0033149123191833496,0.2558313310146332,0.012118399143218994,0.4683367908000946,0.015355944633483887,0.5670180916786194,0.4923189580440521,0.04693460464477539,0.0363883376121521,0.13933801651000977,0.30471792817115784,0.11181771755218506,0.4306751489639282,0.14279323816299438,0.30006930232048035,0.007666468620300293
parity_gap,0.17061589658260345,0.2697453796863556,0.3640233278274536,0.2235090434551239,0.030271295458078384,0.07859280705451965,0.017739832401275635,0.3061216473579407,0.05551059544086456,0.21560817956924438,0.005441064015030861,0.05416135489940643,0.12751683592796326,0.0659489631652832,0.054082974791526794,0.0883423388004303,0.1062188670039177,0.024621233344078064,0.6651679873466492,0.19708403944969177,0.07302719354629517,0.03085835836827755,0.0034171193838119507,0.2958564758300781,0.15698619186878204,0.00792006403207779,0.34388700127601624,0.025407183915376663,0.11534753441810608,0.08932793140411377,0.13925164937973022,0.10290108621120453,0.2821674048900604,0.15964719653129578,0.05247323960065842,0.764229416847229,0.05369483679533005,0.056119155138731,0.11076653003692627
