,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
accuracy,0.9407560229301453,0.8593647480010986,0.8152211904525757,0.8443650007247925,0.9903357028961182,0.9569637775421143,0.8260431885719299,0.8317310214042664,0.9156893491744995,0.954145073890686,0.965671718120575,0.8586097359657288,0.9229375123977661,0.9560577869415283,0.9631549715995789,0.9948155283927917,0.9678360819816589,0.978003740310669,0.9197664260864258,0.8829717636108398,0.9430714249610901,0.9616952538490295,0.9359742403030396,0.9621482491493225,0.7658931612968445,0.9682387709617615,0.7680575847625732,0.9489102363586426,0.9508229494094849,0.9700005054473877,0.9321991205215454,0.8522675633430481,0.8671163320541382,0.9144309759140015,0.990939736366272,0.9240952134132385,0.8984748721122742,0.9680374264717102,0.8824180960655212
equality_gap_0,0.07064592838287354,0.22352814674377441,0.294334352016449,0.10237228870391846,0.008939683437347412,0.019119858741760254,0.12492060661315918,0.14866751432418823,0.02131056785583496,0.04140293598175049,0.0026856660842895508,0.02643454074859619,0.03401815891265869,0.030992329120635986,0.03154689073562622,0.0029259324073791504,0.04146409034729004,0.01703965663909912,0.20686280727386475,0.00984036922454834,0.0017395615577697754,0.022535204887390137,0.0013712048530578613,0.6550326943397522,0.05035138130187988,0.010791361331939697,0.128851056098938,0.017939209938049316,0.02489835023880005,0.03426879644393921,0.00037425756454467773,0.05305159091949463,0.16798537969589233,0.04762464761734009,0.0036597847938537598,0.40862011909484863,0.04274863004684448,0.04581397771835327,0.2805951237678528
equality_gap_1,0.6828851699829102,0.48518064618110657,0.25664275884628296,0.1621871292591095,0.2842998802661896,0.16661536693572998,0.09958255290985107,0.24511083960533142,0.011959314346313477,0.5504179000854492,0.11986356973648071,0.05092751979827881,0.19507944583892822,0.3048117756843567,0.30096009373664856,0.013482809066772461,0.7616119980812073,0.15166717767715454,0.7821981310844421,0.10775589942932129,0.019375145435333252,0.4087736904621124,0.1392526626586914,0.0810360312461853,0.21453721821308136,0.23350009322166443,0.26262691617012024,0.20618408918380737,0.47590360045433044,0.741770327091217,0.038475096225738525,0.07463341951370239,0.2765204906463623,0.5699764490127563,0.03758561611175537,0.7362794280052185,0.26620811223983765,0.7837837934494019,0.05555909872055054
parity_gap,0.24024592339992523,0.4485147297382355,0.46740227937698364,0.20668771862983704,0.042300302535295486,0.1344786435365677,0.12742570042610168,0.30147016048431396,0.12718378007411957,0.24122488498687744,0.0016282536089420319,0.0977841168642044,0.17953643202781677,0.09017601609230042,0.08376913517713547,0.11075715720653534,0.1661149263381958,0.07032977789640427,0.6724780797958374,0.22813239693641663,0.08583664894104004,0.06833767145872116,0.007694154977798462,0.4231884479522705,0.12224207073450089,0.03309056535363197,0.21862155199050903,0.05828101187944412,0.07739503681659698,0.1486167013645172,0.13150590658187866,0.10180139541625977,0.37327679991722107,0.24719761312007904,0.05425296723842621,0.828397274017334,0.10039596259593964,0.17170237004756927,0.24419063329696655
